Gr Liv Area,Lot Area,Total Bsmt SF,Lot Frontage,Garage Area,House Age,Total Porch SF,Overall Cond,Neighborhood,Overall Qual,MS SubClass,Mas Vnr Area,Total Bathrooms,Mo Sold,Garage Yr Blt,Sale Condition,SalePrice
2290,11250,1128.0,69.22459016393442,779.0,6,0,5,CollgCr,8,60,0.0,2.5,5,92,4,255.9
1768,8158,884.0,65.0,543.0,5,63,5,CollgCr,7,60,252.0,3.5,7,93,4,224.9
2327,10905,1129.0,41.0,596.0,5,57,5,CollgCr,7,60,0.0,2.5,8,93,4,240.0
1640,7226,798.0,72.0,595.0,5,45,5,CollgCr,7,60,0.0,2.5,6,93,4,183.0
1764,11690,850.0,96.0,560.0,8,149,5,CollgCr,8,60,192.0,2.5,6,89,4,207.0
1908,8750,915.0,70.0,493.0,13,277,5,CollgCr,7,60,0.0,3.5,7,84,4,210.0
848,4435,848.0,37.0,420.0,5,140,5,CollgCr,6,120,170.0,2.0,3,93,4,136.5
848,4426,848.0,69.22459016393442,420.0,4,140,5,CollgCr,6,120,205.0,2.0,2,94,4,145.0
1493,13125,1478.0,75.0,508.0,10,179,5,CollgCr,6,20,215.0,3.0,4,87,4,208.9
1838,10126,1838.0,83.0,721.0,10,227,5,CollgCr,6,90,0.0,4.0,7,88,0,185.0
1536,9135,1536.0,70.0,532.0,5,266,5,CollgCr,7,20,113.0,3.0,12,92,4,214.0
1710,8450,856.0,65.0,548.0,5,61,5,CollgCr,7,60,196.0,3.5,2,93,4,208.5
1445,9750,1445.0,75.0,470.0,4,35,5,CollgCr,7,20,50.0,2.0,6,94,4,186.5
1436,8450,1436.0,65.0,484.0,4,237,5,CollgCr,7,20,266.0,3.0,4,94,4,210.0
1582,8320,770.0,64.0,520.0,4,45,5,CollgCr,7,60,0.0,2.5,9,94,4,185.9
1234,11049,1234.0,85.0,484.0,1,30,5,CollgCr,8,20,0.0,2.0,1,97,4,179.9
1564,11058,1564.0,85.0,814.0,1,24,6,CollgCr,7,20,212.0,2.0,2,97,4,218.836
1361,9627,1351.0,74.0,610.0,1,50,5,CollgCr,7,20,0.0,2.0,6,97,4,193.0
1456,8199,728.0,63.0,410.0,3,54,5,CollgCr,7,60,0.0,3.5,10,95,4,189.0
848,4426,848.0,69.22459016393442,420.0,4,149,5,CollgCr,6,120,147.0,2.0,5,94,4,149.3
848,4426,848.0,69.22459016393442,420.0,4,149,5,CollgCr,6,120,147.0,2.0,5,94,4,141.0
848,4438,848.0,69.22459016393442,420.0,4,149,5,CollgCr,6,120,205.0,2.0,1,94,4,149.0
848,4438,848.0,69.22459016393442,420.0,4,140,5,CollgCr,6,120,169.0,2.0,6,94,4,144.5
796,8777,796.0,67.0,0.0,58,492,7,Edwards,5,30,0.0,1.0,5,101,4,85.0
2200,8777,1272.0,67.0,0.0,5,70,7,Edwards,5,90,0.0,5.0,9,101,4,145.9
1092,9825,1092.0,75.0,264.0,42,420,5,Edwards,5,20,0.0,1.0,4,56,0,123.0
1033,12102,456.0,64.0,504.0,32,224,5,Edwards,5,85,222.0,1.5,4,66,3,165.0
1127,6500,1127.0,65.0,480.0,32,138,6,Edwards,6,20,84.0,2.0,5,81,4,135.0
996,13907,996.0,63.0,0.0,39,144,6,Edwards,5,30,0.0,2.0,7,101,4,108.0
1181,10012,1138.0,90.0,588.0,36,180,5,Edwards,4,85,0.0,3.0,4,64,4,137.5
1656,6931,746.0,60.0,397.0,4,306,5,Edwards,7,60,92.0,2.5,7,93,4,165.4
1117,9638,1029.0,69.22459016393442,542.0,31,292,6,Edwards,6,80,0.0,2.0,11,67,4,147.0
1398,7200,684.0,72.0,440.0,7,0,7,Edwards,6,60,0.0,1.5,2,66,4,160.5
1132,7024,1132.0,60.0,451.0,3,316,5,Edwards,4,20,0.0,2.5,6,95,4,176.0
1072,3675,547.0,35.0,525.0,3,28,5,Edwards,6,180,80.0,2.0,6,95,4,148.0
1152,6040,0.0,65.0,0.0,53,0,5,Edwards,4,90,0.0,2.0,6,101,1,82.0
1152,6012,0.0,65.0,0.0,53,0,5,Edwards,4,90,0.0,2.0,6,101,1,82.0
1440,12108,1440.0,92.0,0.0,53,0,4,Edwards,4,90,270.0,2.0,9,101,4,118.0
1152,6845,0.0,74.0,0.0,53,0,5,Edwards,4,90,58.0,2.0,7,101,4,82.5
784,6931,784.0,56.0,0.0,53,112,5,Edwards,4,190,0.0,2.0,5,101,4,91.9
1053,12180,585.0,60.0,0.0,1,42,7,Edwards,5,50,0.0,1.5,1,101,3,120.0
1137,8050,0.0,57.0,0.0,15,0,8,Edwards,5,50,0.0,1.5,4,101,4,96.0
930,9520,911.0,68.0,286.0,55,134,5,Edwards,4,20,115.0,1.0,5,43,4,99.0
1200,11767,768.0,70.0,240.0,13,0,6,Edwards,5,50,0.0,1.0,5,36,4,130.5
1470,8172,941.0,60.0,548.0,36,156,6,Edwards,4,50,0.0,2.0,5,48,4,135.0
1393,16466,816.0,59.0,300.0,53,386,7,Edwards,5,50,0.0,1.5,4,45,4,135.5
1204,7692,416.0,62.0,312.0,54,0,6,Edwards,4,80,0.0,1.0,11,44,0,100.0
1292,5142,949.0,67.0,205.0,0,183,7,Edwards,4,30,0.0,1.5,6,14,4,108.0
864,5604,864.0,67.0,0.0,58,96,6,Edwards,5,30,0.0,2.0,4,101,4,98.0
864,8248,864.0,45.0,0.0,58,100,3,Edwards,3,30,0.0,2.0,9,101,4,67.0
1716,5687,780.0,55.0,0.0,8,184,6,SWISU,5,190,0.0,3.0,3,101,4,135.9
1482,12155,672.0,69.22459016393442,400.0,58,254,8,SWISU,6,70,0.0,2.0,3,25,4,140.0
2192,8400,720.0,60.0,240.0,11,286,8,SWISU,5,75,0.0,2.5,7,30,4,179.5
1694,8400,1181.0,60.0,576.0,58,470,5,SWISU,6,50,0.0,2.0,6,16,4,136.5
1424,7290,1228.0,60.0,312.0,58,90,8,SWISU,7,30,174.0,2.0,4,12,4,168.0
1964,8525,940.0,55.0,0.0,58,192,6,SWISU,5,70,0.0,1.5,11,101,0,130.0
2601,9842,612.0,51.0,621.0,10,484,6,SWISU,5,70,0.0,3.5,5,88,4,189.0
1920,7804,960.0,64.0,480.0,58,369,7,SWISU,6,90,0.0,5.0,7,21,0,161.9
1316,8969,644.0,66.0,369.0,58,192,6,Crawfor,6,70,0.0,2.0,7,91,4,145.0
2555,11526,588.0,79.0,672.0,14,431,7,Crawfor,6,70,0.0,2.0,9,83,4,191.0
1680,15576,840.0,63.0,308.0,32,160,7,Crawfor,6,70,0.0,2.0,3,50,4,177.0
1264,15564,676.0,63.0,400.0,13,424,6,Crawfor,6,50,0.0,1.0,1,84,4,147.5
790,6292,768.0,52.0,160.0,58,141,5,SWISU,6,30,0.0,1.0,4,16,4,91.0
1512,7609,798.0,54.0,180.0,11,142,9,Crawfor,8,70,0.0,3.0,6,16,4,231.0
1639,10480,1064.0,51.0,240.0,58,0,5,SWISU,6,50,0.0,1.0,3,27,4,115.0
1603,9650,784.0,69.22459016393442,599.0,58,217,3,Crawfor,6,70,0.0,1.0,6,70,4,138.0
1502,7200,776.0,60.0,270.0,8,112,6,Crawfor,7,70,0.0,1.5,2,22,4,149.0
1660,11988,715.0,74.0,240.0,13,0,7,Crawfor,6,70,0.0,1.5,8,30,4,188.7
1938,11700,942.0,69.22459016393442,240.0,13,40,6,Crawfor,5,50,0.0,2.0,7,28,4,198.0
1374,9260,884.0,69.22459016393442,225.0,58,164,4,Crawfor,5,50,0.0,1.0,3,29,4,110.0
1091,7801,1091.0,79.0,344.0,57,392,5,Crawfor,6,20,88.0,1.5,5,41,4,104.0
1873,9670,608.0,100.0,786.0,58,207,6,Crawfor,8,70,40.0,1.5,6,26,2,257.076
1954,15660,798.0,69.22459016393442,431.0,2,269,9,Crawfor,7,50,312.0,2.0,5,30,4,311.5
2161,12392,832.0,70.0,506.0,8,96,9,Crawfor,7,50,0.0,3.5,4,84,4,263.4
1898,26073,1898.0,56.0,484.0,52,275,5,Crawfor,5,20,0.0,2.5,4,46,4,236.5
1640,14778,1296.0,69.22459016393442,924.0,2,324,7,Crawfor,6,20,72.0,2.0,11,83,4,224.0
1032,1879,516.0,24.0,462.0,28,213,6,Blueste,6,160,0.0,1.0,12,70,4,116.5
1556,1950,716.0,24.0,452.0,28,161,6,Blueste,6,160,0.0,3.5,7,70,4,151.0
919,7000,894.0,50.0,195.0,10,116,8,IDOTRR,6,30,0.0,2.0,7,17,4,126.0
1090,6000,720.0,60.0,240.0,2,0,8,IDOTRR,6,50,0.0,1.0,7,31,4,120.0
796,3636,796.0,40.0,0.0,58,100,4,IDOTRR,4,30,0.0,1.0,1,101,4,55.0
816,5890,816.0,69.22459016393442,432.0,1,96,8,IDOTRR,6,30,0.0,1.0,6,92,4,120.5
778,6900,740.0,71.0,924.0,53,25,6,IDOTRR,5,30,0.0,1.0,2,56,4,120.5
1200,8155,780.0,58.0,0.0,58,96,7,IDOTRR,5,50,0.0,1.0,7,101,4,119.0
1656,6000,624.0,75.0,288.0,41,280,5,IDOTRR,5,80,0.0,1.5,7,57,4,126.0
912,7392,520.0,60.0,360.0,13,90,7,IDOTRR,5,30,0.0,1.0,5,25,4,99.5
1955,9000,1151.0,75.0,356.0,50,0,5,IDOTRR,5,50,162.0,2.0,1,48,4,165.5
733,14584,0.0,80.0,487.0,56,0,5,IDOTRR,1,20,0.0,1.0,2,42,0,13.1
1361,5280,173.0,60.0,185.0,58,123,7,IDOTRR,4,70,0.0,1.0,7,0,4,89.0
1317,8500,649.0,50.0,250.0,58,226,4,IDOTRR,4,70,0.0,1.0,7,11,4,40.0
1049,5150,356.0,52.0,195.0,8,0,7,IDOTRR,4,50,0.0,1.0,5,4,4,80.9
894,18000,894.0,120.0,1248.0,58,20,4,IDOTRR,3,30,0.0,1.0,8,84,4,81.0
864,9000,592.0,60.0,216.0,58,190,6,IDOTRR,4,70,0.0,1.5,6,11,4,65.0
1652,5587,1600.0,64.0,482.0,0,368,5,Crawfor,8,120,186.0,3.5,11,98,5,392.5
1648,3843,1596.0,44.0,525.0,0,368,5,Crawfor,8,120,186.0,3.5,8,97,5,294.464
1646,3811,1594.0,44.0,482.0,3,336,5,Crawfor,7,120,174.0,3.5,7,94,4,250.0
1646,3842,1594.0,44.0,482.0,3,336,5,Crawfor,8,120,174.0,3.5,1,94,4,275.0
2032,23730,1840.0,69.22459016393442,786.0,11,238,5,Mitchel,7,20,668.0,4.0,9,86,4,300.0
1689,13265,1568.0,69.22459016393442,857.0,6,209,5,Mitchel,8,20,148.0,3.0,7,92,4,271.0
1820,11050,910.0,69.22459016393442,816.0,11,350,5,Mitchel,7,60,0.0,2.5,9,86,4,213.0
1118,9880,1096.0,76.0,358.0,31,203,6,Mitchel,6,80,0.0,2.0,7,67,4,171.0
1279,10125,1196.0,75.0,473.0,31,321,6,Mitchel,6,20,0.0,2.5,2,70,4,171.5
1872,10260,0.0,76.0,484.0,32,0,4,Mitchel,5,90,0.0,3.0,11,66,0,100.0
1689,9990,1680.0,74.0,432.0,17,548,5,Mitchel,4,20,0.0,3.0,7,81,4,228.5
1501,4084,1277.0,42.0,512.0,22,240,6,Timber,7,120,340.0,3.0,7,76,4,241.5
2898,15498,1565.0,69.22459016393442,665.0,32,246,6,Timber,8,20,0.0,3.0,5,66,0,287.0
1537,11563,1518.0,74.0,788.0,1,26,5,Timber,8,20,258.0,3.0,4,97,4,294.0
1646,9520,1638.0,71.0,800.0,0,236,5,Timber,8,20,338.0,3.0,4,98,5,293.077
1780,12852,920.0,107.0,612.0,1,192,5,Timber,8,60,0.0,3.5,1,97,5,264.966
1442,9802,352.0,73.0,400.0,1,100,5,Timber,5,80,0.0,2.5,4,97,4,172.5
1612,12018,796.0,81.0,666.0,0,64,5,Timber,7,60,60.0,2.5,10,98,5,218.689
1495,12890,1495.0,75.0,438.0,19,444,5,Timber,6,20,128.0,2.0,7,79,4,150.0
1651,12416,1606.0,47.0,616.0,22,192,5,Timber,6,20,132.0,3.0,11,76,4,184.0
1256,18265,1256.0,93.0,578.0,22,282,5,Timber,6,20,228.0,2.0,3,76,4,180.0
1509,10200,1461.0,85.0,600.0,19,224,5,Timber,6,80,219.0,3.0,8,78,0,175.0
1440,11202,1432.0,82.0,467.0,5,280,5,Timber,8,20,206.0,3.0,6,93,4,232.5
1675,7915,1666.0,69.22459016393442,435.0,8,217,5,Timber,6,20,0.0,3.0,12,89,4,195.0
2262,12244,1482.0,85.0,749.0,5,168,5,Timber,8,60,226.0,3.5,8,93,4,305.0
1728,11449,1884.0,79.0,520.0,1,276,5,Timber,8,20,0.0,3.0,1,97,4,298.751
1964,11447,1964.0,85.0,892.0,2,265,5,Timber,8,20,674.0,3.5,6,95,4,370.0
1344,8940,1344.0,97.0,784.0,10,0,5,Mitchel,7,90,200.0,4.0,11,87,2,209.2
1344,7060,1344.0,78.0,784.0,10,0,5,Mitchel,7,90,200.0,4.0,11,87,2,206.3
1092,9278,1092.0,77.0,0.0,0,52,5,Mitchel,5,20,0.0,1.0,2,101,0,146.0
1189,4500,1189.0,32.0,392.0,11,122,5,Mitchel,6,120,197.0,3.0,4,87,4,160.5
1200,14137,1200.0,150.0,850.0,44,290,5,Mitchel,4,85,98.0,2.0,11,54,4,173.0
1040,4224,1040.0,69.22459016393442,499.0,33,100,6,MeadowV,5,120,0.0,1.0,6,65,4,124.0
1304,2665,264.0,69.22459016393442,336.0,32,165,6,MeadowV,5,160,0.0,1.5,6,66,4,115.0
1475,2665,550.0,41.0,336.0,32,118,7,MeadowV,5,160,0.0,2.0,5,66,4,129.5
988,1974,526.0,21.0,297.0,2,221,7,MeadowV,4,180,0.0,2.0,6,63,4,105.0
988,1596,462.0,21.0,297.0,35,221,6,MeadowV,4,180,0.0,2.0,7,63,4,94.9
1160,17979,1113.0,69.22459016393442,257.0,40,81,6,Mitchel,5,20,0.0,2.0,2,58,4,152.5
1092,1477,546.0,21.0,0.0,1,187,9,MeadowV,6,160,0.0,2.5,3,101,4,98.0
630,1890,630.0,21.0,0.0,36,88,7,MeadowV,4,180,0.0,2.0,6,101,4,81.0
988,21750,988.0,100.0,520.0,54,0,5,Mitchel,5,20,0.0,1.0,2,44,4,113.0
816,6490,816.0,59.0,264.0,25,315,7,Mitchel,5,20,0.0,1.5,4,73,4,128.5
923,6951,876.0,37.0,264.0,23,362,5,Mitchel,5,20,0.0,2.0,10,74,4,119.5
816,6600,816.0,60.0,264.0,0,0,9,Mitchel,5,20,0.0,1.5,10,72,4,130.5
816,6600,816.0,60.0,816.0,5,0,8,Mitchel,5,20,0.0,2.0,6,75,4,138.0
845,6600,845.0,60.0,264.0,3,0,6,Mitchel,5,20,0.0,1.0,7,72,4,134.5
1750,12508,983.0,75.0,423.0,23,401,7,Mitchel,6,50,0.0,3.0,7,79,4,160.0
889,12395,864.0,74.0,484.0,24,0,6,Mitchel,5,20,0.0,1.0,4,74,4,137.5
1968,11075,784.0,69.22459016393442,530.0,39,494,4,Mitchel,5,60,232.0,3.0,9,59,4,172.0
1587,10667,1587.0,85.0,525.0,36,44,6,NAmes,6,20,302.0,2.0,3,61,4,167.3
1277,10628,1277.0,85.0,526.0,37,176,5,NAmes,7,20,0.0,2.0,4,60,4,167.0
2223,13651,2223.0,95.0,516.0,34,300,6,NAmes,7,20,1115.0,3.0,2,63,4,244.0
2217,15865,2217.0,95.0,621.0,37,512,6,NAmes,8,20,0.0,3.0,10,60,4,268.0
1733,12394,847.0,69.22459016393442,433.0,4,148,5,Gilbert,7,60,0.0,2.5,10,93,3,225.0
1572,10364,806.0,69.22459016393442,373.0,11,40,5,Gilbert,6,60,0.0,2.5,5,85,4,168.0
1470,13869,794.0,69.22459016393442,388.0,10,75,6,Gilbert,6,60,0.0,2.5,7,87,4,177.0
1600,8773,916.0,57.0,460.0,10,138,5,Gilbert,6,60,0.0,2.5,8,87,4,169.0
1384,8872,384.0,56.0,390.0,10,0,5,Gilbert,6,80,0.0,2.5,3,87,4,161.5
1652,5330,1494.0,41.0,499.0,7,144,5,StoneBr,8,120,0.0,3.0,8,90,4,251.0
1694,10147,392.0,69.22459016393442,398.0,13,320,5,Gilbert,6,80,32.0,2.5,3,84,4,160.0
1714,8637,923.0,69.22459016393442,451.0,7,304,5,Gilbert,6,60,0.0,3.5,4,90,0,180.0
1553,7875,691.0,63.0,420.0,11,44,5,Gilbert,7,60,0.0,2.5,8,86,4,178.75
1253,7875,1237.0,63.0,402.0,11,241,5,Gilbert,7,20,38.0,2.0,6,85,4,176.0
2299,7500,938.0,60.0,482.0,4,218,5,Gilbert,6,60,0.0,3.5,8,89,4,204.0
1187,9556,1168.0,69.22459016393442,420.0,14,21,5,Gilbert,7,20,52.0,2.0,8,82,4,160.0
1472,10784,384.0,69.22459016393442,402.0,15,164,5,Gilbert,7,80,76.0,2.5,5,81,4,160.0
1482,9125,384.0,69.22459016393442,392.0,15,125,5,Gilbert,7,80,170.0,2.5,7,82,4,163.9
1642,7655,903.0,69.22459016393442,392.0,13,374,5,Gilbert,6,60,0.0,2.5,7,83,4,168.0
1088,3696,1074.0,69.22459016393442,461.0,21,211,5,StoneBr,8,120,0.0,1.5,10,77,4,170.0
2090,5062,1190.0,69.22459016393442,577.0,23,219,5,StoneBr,7,160,0.0,3.0,9,74,4,207.5
1179,4740,1166.0,38.0,480.0,19,243,5,StoneBr,8,120,0.0,3.0,10,78,4,182.0
1321,5118,1312.0,35.0,484.0,17,204,5,StoneBr,8,120,0.0,2.0,8,80,4,212.0
1922,14157,1922.0,86.0,676.0,1,229,5,StoneBr,9,20,200.0,3.0,7,95,4,377.426
2541,12328,1149.0,98.0,729.0,2,152,5,StoneBr,8,60,146.0,4.5,7,95,4,349.265
1612,8035,1612.0,61.0,556.0,1,164,5,StoneBr,9,120,165.0,3.0,3,96,4,319.9
1419,8089,1419.0,60.0,567.0,0,140,6,StoneBr,8,20,0.0,3.0,10,97,5,392.0
2234,14082,2220.0,85.0,724.0,1,470,5,StoneBr,8,20,945.0,2.5,1,96,4,441.929
2042,13870,1742.0,81.0,724.0,0,466,5,StoneBr,10,20,250.0,3.0,10,97,5,455.0
1440,12546,1440.0,69.22459016393442,467.0,26,99,7,NWAmes,6,20,310.0,2.0,4,71,4,182.9
1284,10960,1284.0,69.22459016393442,480.0,23,192,5,NWAmes,6,20,0.0,3.0,4,74,0,174.0
1868,12090,585.0,78.0,477.0,4,527,7,NWAmes,6,80,74.0,3.5,1,74,0,178.0
1479,12090,725.0,78.0,484.0,4,239,7,NWAmes,7,60,306.0,2.5,3,71,4,176.0
1664,12299,1529.0,93.0,663.0,22,0,6,NWAmes,7,20,67.0,3.0,9,68,4,213.0
1930,11339,780.0,61.0,481.0,28,264,5,NWAmes,7,60,549.0,3.5,3,69,4,192.0
1969,11952,808.0,92.0,534.0,30,276,6,NWAmes,7,60,0.0,2.5,11,67,4,190.0
2030,12046,848.0,69.22459016393442,551.0,31,224,6,NWAmes,6,60,298.0,2.5,6,66,4,195.0
1032,10395,1032.0,69.22459016393442,564.0,29,0,6,NWAmes,6,80,233.0,2.5,7,68,4,148.0
1177,11850,1153.0,79.0,495.0,23,307,6,NWAmes,6,20,98.0,2.0,8,74,4,151.5
1725,11584,539.0,80.0,550.0,28,304,6,NWAmes,7,60,96.0,2.5,11,69,4,197.0
1353,10400,1259.0,80.0,478.0,8,381,5,NWAmes,6,20,253.0,3.0,8,69,4,192.35
1620,10793,780.0,80.0,462.0,38,208,5,NWAmes,5,60,263.0,2.5,4,59,4,152.0
1220,13001,1625.0,128.0,944.0,36,249,5,NWAmes,6,20,176.0,2.5,9,61,4,170.0
1484,12243,1484.0,70.0,487.0,36,404,6,NWAmes,5,20,0.0,2.0,2,61,4,175.0
1743,11700,702.0,90.0,539.0,39,224,6,NWAmes,6,60,365.0,2.5,6,58,4,175.0
1935,12384,793.0,69.22459016393442,550.0,31,365,7,NWAmes,7,60,233.0,2.5,11,66,4,197.9
1324,8991,1228.0,64.0,585.0,31,443,6,NWAmes,7,80,130.0,2.5,2,66,4,174.0
1877,8000,1084.0,80.0,488.0,33,96,6,NWAmes,6,60,0.0,3.5,11,64,4,178.9
1109,10500,372.0,70.0,288.0,2,35,7,NAmes,5,80,82.0,1.5,12,61,4,139.0
981,10530,981.0,69.22459016393442,576.0,36,352,5,NAmes,6,20,0.0,2.5,3,69,4,143.25
1479,7472,725.0,69.22459016393442,484.0,3,32,9,NAmes,7,60,138.0,2.5,6,62,4,184.0
1422,9457,925.0,63.0,576.0,17,252,6,NAmes,5,20,0.0,2.0,9,78,4,155.0
914,7920,914.0,66.0,368.0,5,120,5,NAmes,5,20,32.0,1.0,10,60,4,133.0
950,9758,950.0,61.0,280.0,36,0,5,NAmes,5,20,0.0,1.0,7,71,4,119.5
872,8294,858.0,70.0,480.0,36,0,5,NAmes,4,20,0.0,1.0,6,64,4,123.0
858,7340,858.0,69.22459016393442,684.0,36,0,6,NAmes,4,20,0.0,1.0,6,69,4,110.0
914,17199,914.0,69.22459016393442,270.0,46,140,7,NAmes,4,20,0.0,1.0,7,51,4,128.0
864,9000,864.0,60.0,528.0,36,0,6,NAmes,4,20,0.0,1.0,5,64,4,120.5
767,4058,723.0,34.0,367.0,9,160,5,NAmes,7,120,182.0,2.0,6,88,4,133.0
1337,4113,1337.0,33.0,511.0,6,204,5,NAmes,6,120,0.0,2.0,7,91,4,155.0
1337,10943,1405.0,26.0,522.0,9,68,5,NAmes,6,120,0.0,3.0,10,87,4,177.0
1092,2205,525.0,21.0,264.0,34,144,6,BrDale,6,160,567.0,1.5,2,63,4,113.5
1218,1890,672.0,21.0,264.0,34,172,5,BrDale,6,160,285.0,1.5,5,63,4,113.0
1218,2058,672.0,21.0,264.0,34,28,5,BrDale,6,160,265.0,1.5,12,63,4,113.7
1302,2016,630.0,24.0,440.0,37,0,5,BrDale,5,160,304.0,2.5,4,60,4,106.0
1365,1920,765.0,24.0,440.0,36,276,5,BrDale,5,160,376.0,2.5,8,61,4,122.5
958,4928,1078.0,69.22459016393442,440.0,31,205,5,NPkVill,6,120,0.0,2.0,2,67,4,128.0
1548,2308,804.0,24.0,440.0,31,48,6,NPkVill,6,160,0.0,3.5,7,66,4,155.0
1055,2304,1061.0,24.0,319.0,29,140,7,NPkVill,7,120,0.0,2.0,4,68,4,142.5
988,7150,988.0,65.0,360.0,41,0,6,NAmes,5,20,52.0,2.0,11,64,4,129.25
1816,12469,1790.0,96.0,730.0,0,222,5,NridgHt,9,20,378.0,3.0,8,97,5,356.0
1828,11694,1822.0,90.0,774.0,0,368,5,NridgHt,9,20,452.0,2.0,7,97,5,314.813
1694,12030,1694.0,93.0,818.0,0,396,5,NridgHt,8,20,254.0,2.0,12,97,5,318.0
1694,11825,1694.0,91.0,856.0,0,112,5,NridgHt,8,20,302.0,2.0,6,96,5,322.4
1734,12085,1734.0,93.0,928.0,0,0,5,NridgHt,8,20,328.0,3.0,11,97,5,318.0
2122,14333,2108.0,110.0,938.0,0,272,5,NridgHt,8,20,0.0,3.5,11,97,5,345.474
2121,14450,2121.0,107.0,732.0,0,364,5,NridgHt,9,20,315.0,2.5,5,97,5,415.298
2656,13641,1934.0,107.0,1040.0,0,326,5,NridgHt,9,60,456.0,3.5,12,97,5,492.0
2550,13440,1108.0,110.0,670.0,0,159,5,NridgHt,8,60,190.0,2.5,3,96,5,338.931
2046,15431,1994.0,105.0,878.0,1,428,5,NridgHt,10,20,400.0,3.5,8,95,4,450.0
2172,14154,1063.0,109.0,947.0,1,254,5,NridgHt,7,60,350.0,2.5,8,96,5,280.0
2552,13891,2552.0,107.0,932.0,0,158,5,NridgHt,9,20,456.0,3.0,10,97,5,479.069
1973,14226,1935.0,110.0,895.0,1,360,5,NridgHt,8,20,375.0,2.0,7,96,5,395.0
2643,13693,2153.0,105.0,694.0,1,498,5,NridgHt,9,60,772.0,2.5,3,96,4,380.0
1634,11428,1626.0,98.0,866.0,1,44,5,NridgHt,8,20,248.0,2.0,5,96,4,250.0
1976,14977,1976.0,110.0,908.0,0,313,5,NridgHt,8,20,304.0,3.0,7,96,5,440.0
2758,13654,1704.0,118.0,814.0,1,337,5,NridgHt,9,60,365.0,2.5,5,95,4,418.0
2290,17169,2320.0,59.0,1174.0,0,222,5,NridgHt,10,20,970.0,4.5,8,97,5,500.067
2152,16659,1582.0,134.0,728.0,-1,368,5,NridgHt,8,60,0.0,2.5,6,97,5,260.116
2473,9591,1143.0,76.0,852.0,2,343,5,NridgHt,8,60,344.0,2.5,10,94,4,317.0
2100,9709,918.0,82.0,786.0,0,276,5,NridgHt,8,60,120.0,3.5,9,97,5,319.5
2161,10562,1582.0,86.0,789.0,0,298,5,NridgHt,8,60,300.0,2.5,11,97,5,325.624
1802,13615,1802.0,94.0,843.0,1,263,5,NridgHt,9,20,510.0,2.5,6,96,4,372.0
2956,13069,1706.0,99.0,916.0,3,244,5,NridgHt,8,60,502.0,2.5,8,94,4,342.0
2468,12099,1136.0,99.0,872.0,3,338,5,NridgHt,8,60,388.0,3.5,6,94,4,354.0
2385,14277,1317.0,110.0,818.0,4,420,5,NridgHt,8,60,280.0,3.5,1,93,4,350.0
2374,11999,1181.0,93.0,656.0,3,204,5,NridgHt,8,60,340.0,2.5,5,93,4,285.0
1818,12568,895.0,69.22459016393442,774.0,0,300,5,NridgHt,8,60,246.0,3.5,8,97,5,281.5
1614,9926,1614.0,70.0,878.0,1,138,5,NridgHt,7,20,210.0,3.0,5,95,4,245.7
1721,9254,1721.0,71.0,554.0,2,195,5,NridgHt,8,20,210.0,3.0,1,95,4,232.698
1828,10732,1298.0,92.0,876.0,0,40,5,NridgHt,8,60,0.0,2.5,2,96,5,250.0
1362,7577,1362.0,61.0,460.0,1,220,5,NridgHt,6,120,256.0,2.0,6,95,4,194.7
1302,3901,1302.0,34.0,631.0,1,160,5,NridgHt,6,120,182.0,2.5,8,95,5,204.0
1302,3903,1302.0,34.0,631.0,1,160,5,NridgHt,6,120,182.0,2.5,5,95,4,200.0
1362,6289,1362.0,41.0,460.0,1,220,5,NridgHt,6,120,256.0,3.0,6,95,4,207.0
1554,4590,1554.0,34.0,627.0,1,229,5,NridgHt,8,120,108.0,2.0,8,96,4,209.5
1554,4590,1554.0,34.0,627.0,1,229,5,NridgHt,8,120,108.0,2.0,5,96,4,209.5
1370,6442,1370.0,44.0,484.0,1,169,5,NridgHt,8,120,178.0,2.0,10,96,4,202.5
1577,7841,1577.0,48.0,564.0,2,242,5,NridgHt,9,120,394.0,3.0,5,95,4,280.0
1561,7313,1561.0,60.0,556.0,2,250,5,NridgHt,9,120,246.0,3.0,8,95,4,277.5
1869,7820,1869.0,68.0,617.0,0,264,5,NridgHt,9,120,362.0,2.0,12,97,5,318.061
1324,6240,1324.0,48.0,550.0,1,38,5,NridgHt,8,120,176.0,2.0,9,96,5,221.37
1405,3242,1405.0,48.0,478.0,4,172,5,NridgHt,7,120,235.0,3.0,3,93,4,200.0
1536,10237,768.0,65.0,400.0,1,138,5,Gilbert,6,60,0.0,2.5,6,95,4,176.0
1484,10237,783.0,65.0,393.0,0,72,5,Gilbert,6,60,0.0,2.5,7,95,5,178.9
1458,13204,608.0,58.0,454.0,0,133,5,Gilbert,7,60,44.0,2.0,5,97,5,168.165
1495,8857,738.0,62.0,440.0,1,130,5,Gilbert,6,60,0.0,2.5,3,96,5,171.925
1746,9729,698.0,63.0,350.0,0,34,5,Gilbert,6,60,0.0,3.5,6,97,5,198.444
1326,12216,1326.0,88.0,388.0,2,143,5,Gilbert,6,20,0.0,3.0,6,95,4,203.0
1456,9018,728.0,65.0,400.0,0,124,5,Gilbert,7,60,0.0,2.5,7,97,5,179.54
1302,8993,1302.0,73.0,436.0,0,22,5,Gilbert,7,20,0.0,2.0,8,97,5,176.485
