MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Sale Type,Sale Condition,SalePrice,House Age,Total Bathrooms,Total Porch SF,Log Gr Liv Area
60,RL,69.22459016393442,12384,Pave,no_access,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,793.0,GasA,TA,Y,SBrkr,1935,3,1,TA,Typ,1,TA,Attchd,1976.0,RFn,550.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,11,WD ,Normal,197900,31,2.5,365,7.5678626054638825
80,RL,64.0,8991,Pave,no_access,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,SLvl,7,6,Gable,CompShg,Plywood,Plywood,Stone,130.0,TA,TA,CBlock,Gd,TA,Gd,TA,Rec,1228.0,GasA,TA,Y,SBrkr,1324,3,1,Gd,Typ,1,Fa,Attchd,1976.0,Fin,585.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,2,WD ,Normal,174000,31,2.5,443,7.188412736496954
60,RL,80.0,8000,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,TA,LwQ,1084.0,GasA,TA,Y,SBrkr,1877,4,1,TA,Typ,1,TA,Attchd,1974.0,Unf,488.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,11,WD ,Normal,178900,33,3.5,96,7.537430036586509
80,RL,70.0,10500,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,TA,TA,CBlock,TA,TA,Av,TA,Unf,372.0,GasA,TA,Y,SBrkr,1109,3,1,TA,Typ,0,no_fireplace,BuiltIn,1971.0,Unf,288.0,TA,TA,Y,0,no_pool,GdWo,no_misc,0,12,WD ,Normal,139000,2,1.5,35,7.011213987350367
20,RL,69.22459016393442,10530,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,TA,LwQ,981.0,GasA,TA,Y,SBrkr,981,3,1,TA,Typ,0,no_fireplace,Detchd,1979.0,Unf,576.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,3,WD ,Normal,143250,36,2.5,352,6.8885724595653635
60,RL,69.22459016393442,7472,Pave,no_access,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,TA,Unf,725.0,GasA,Gd,Y,SBrkr,1479,4,1,Gd,Typ,0,no_fireplace,Attchd,1972.0,Fin,484.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,184000,3,2.5,32,7.2991214627108
20,RL,63.0,9457,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,925.0,GasA,TA,Y,SBrkr,1422,3,1,TA,Min2,0,no_fireplace,Detchd,1988.0,Unf,576.0,TA,TA,Y,0,no_pool,GdWo,no_misc,0,9,WD ,Normal,155000,17,2.0,252,7.259819610363186
20,RL,66.0,7920,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,CBlock,TA,TA,No,TA,GLQ,914.0,GasA,Ex,Y,SBrkr,914,3,1,Ex,Typ,0,no_fireplace,Attchd,1970.0,RFn,368.0,TA,Gd,Y,0,no_pool,no_fence,no_misc,0,10,WD ,Normal,133000,5,1.0,120,6.81783057145415
20,RL,61.0,9758,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,TA,LwQ,950.0,GasA,TA,Y,SBrkr,950,3,1,TA,Typ,0,no_fireplace,Detchd,1981.0,Unf,280.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,119500,36,1.0,0,6.856461984594587
20,RL,70.0,8294,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,858.0,GasA,TA,Y,SBrkr,872,3,1,TA,Typ,0,no_fireplace,Detchd,1974.0,Unf,480.0,TA,TA,Y,0,no_pool,GdWo,no_misc,0,6,WD ,Normal,123000,36,1.0,0,6.77078942390898
20,RL,69.22459016393442,7340,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,858.0,GasA,TA,Y,SBrkr,858,2,1,TA,Typ,0,no_fireplace,Detchd,1979.0,Unf,684.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,110000,36,1.0,0,6.754604099487962
20,RL,69.22459016393442,17199,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,TA,Unf,914.0,GasA,Ex,Y,SBrkr,914,2,1,TA,Typ,0,no_fireplace,Basment,1961.0,Unf,270.0,Fa,TA,Y,0,no_pool,GdWo,no_misc,0,7,WD ,Normal,128000,46,1.0,140,6.81783057145415
20,RL,60.0,9000,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,TA,Unf,864.0,GasA,TA,Y,SBrkr,864,3,1,TA,Typ,0,no_fireplace,Detchd,1974.0,Unf,528.0,TA,TA,Y,0,no_pool,GdWo,no_misc,0,5,WD ,Normal,120500,36,1.0,0,6.761572768804055
120,RH,34.0,4058,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,Gd,TA,Av,TA,LwQ,723.0,GasA,Ex,Y,SBrkr,767,1,1,TA,Typ,0,no_fireplace,Attchd,1998.0,Fin,367.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,133000,9,2.0,160,6.642486801367256
120,RH,33.0,4113,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,TA,Unf,1337.0,GasA,Ex,Y,SBrkr,1337,2,1,Gd,Typ,1,TA,Attchd,2001.0,Fin,511.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,155000,6,2.0,204,7.198183577101943
120,RH,26.0,10943,Pave,no_access,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1405.0,GasA,Ex,Y,SBrkr,1337,2,1,Gd,Typ,1,TA,Attchd,1997.0,Fin,522.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,WD ,Normal,177000,9,3.0,68,7.198183577101943
160,RM,21.0,2205,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,TA,TA,CBlock,TA,TA,No,TA,Unf,525.0,GasA,TA,Y,SBrkr,1092,3,1,TA,Typ,0,no_fireplace,Detchd,1973.0,Unf,264.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,2,WD ,Normal,113500,34,1.5,144,6.9957661563048505
160,RM,21.0,1890,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,TA,TA,No,TA,Unf,672.0,GasA,TA,Y,SBrkr,1218,3,1,TA,Typ,0,no_fireplace,Detchd,1973.0,Unf,264.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,113000,34,1.5,172,7.1049654482698426
160,RM,21.0,2058,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,265.0,TA,TA,CBlock,TA,TA,No,TA,Unf,672.0,GasA,Ex,Y,SBrkr,1218,4,1,Ex,Typ,0,no_fireplace,Detchd,1973.0,Unf,264.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,12,WD ,Normal,113700,34,1.5,28,7.1049654482698426
160,RM,24.0,2016,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,TA,No,TA,Unf,630.0,GasA,TA,Y,SBrkr,1302,3,1,TA,Typ,0,no_fireplace,Detchd,1970.0,Unf,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,4,WD ,Normal,106000,37,2.5,0,7.171656822768514
160,RM,24.0,1920,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,TA,Unf,765.0,GasA,Ex,Y,SBrkr,1365,2,1,TA,Min1,0,no_fireplace,Detchd,1971.0,Unf,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,WD ,Normal,122500,36,2.5,276,7.21890970761906
120,RL,69.22459016393442,4928,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,1078.0,GasA,TA,Y,SBrkr,958,2,1,TA,Typ,1,TA,Attchd,1977.0,RFn,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,2,WD ,Normal,128000,31,2.0,205,6.86484777797086
160,RL,24.0,2308,Pave,no_access,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,804.0,GasA,TA,Y,SBrkr,1548,3,1,Gd,Typ,1,TA,Detchd,1976.0,Unf,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,155000,31,3.5,48,7.344719054149673
120,RL,24.0,2304,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,1061.0,GasA,TA,Y,SBrkr,1055,2,1,TA,Typ,0,no_fireplace,Attchd,1978.0,Unf,319.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,4,WD ,Normal,142500,29,2.0,140,6.961296045910167
20,RL,65.0,7150,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,TA,Unf,988.0,GasA,TA,Y,SBrkr,988,3,1,TA,Typ,0,no_fireplace,Detchd,1974.0,Unf,360.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,11,WD ,Normal,129250,41,2.0,0,6.895682697747868
20,RL,96.0,12469,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,378.0,Ex,TA,PConc,Ex,TA,Gd,TA,Unf,1790.0,GasA,Ex,Y,SBrkr,1816,3,1,Ex,Typ,1,Gd,Attchd,2007.0,Fin,730.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,New,Partial,356000,0,3.0,222,7.504391559161238
20,RL,90.0,11694,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,Ex,TA,PConc,Ex,TA,Av,TA,Unf,1822.0,GasA,Ex,Y,SBrkr,1828,3,1,Gd,Typ,1,Gd,Attchd,2007.0,Unf,774.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,New,Partial,314813,0,2.0,368,7.510977752014095
20,RL,93.0,12030,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,TA,Unf,1694.0,GasA,Ex,Y,SBrkr,1694,3,1,Gd,Typ,0,no_fireplace,Attchd,2007.0,Fin,818.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,12,New,Partial,318000,0,2.0,396,7.434847875211999
20,RL,91.0,11825,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,Gd,TA,PConc,Ex,TA,Mn,TA,Unf,1694.0,GasA,Ex,Y,SBrkr,1694,3,1,Gd,Typ,1,Gd,Attchd,2006.0,RFn,856.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,New,Partial,322400,0,2.0,112,7.434847875211999
20,RL,93.0,12085,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,TA,No,TA,Unf,1734.0,GasA,Ex,Y,SBrkr,1734,3,1,Ex,Typ,1,Gd,Attchd,2007.0,RFn,928.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,11,New,Partial,318000,0,3.0,0,7.458186157340487
20,RL,110.0,14333,Pave,no_access,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,TA,Unf,2108.0,GasA,Ex,Y,SBrkr,2122,2,1,Gd,Typ,1,Ex,Attchd,2007.0,Fin,938.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,11,New,Partial,345474,0,3.5,272,7.660114319173928
20,RL,107.0,14450,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,TA,Unf,2121.0,GasA,Ex,Y,SBrkr,2121,3,1,Ex,Typ,1,Ex,Attchd,2007.0,Fin,732.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,New,Partial,415298,0,2.5,364,7.659642954564682
60,RL,107.0,13641,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,456.0,Ex,TA,PConc,Ex,TA,Gd,TA,Unf,1934.0,GasA,Ex,Y,SBrkr,2656,3,1,Ex,Typ,1,Gd,Attchd,2007.0,RFn,1040.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,12,New,Partial,492000,0,3.5,326,7.884576510596324
60,RL,110.0,13440,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,190.0,Gd,TA,PConc,Ex,TA,No,TA,Unf,1108.0,GasA,Ex,Y,SBrkr,2550,4,1,Ex,Typ,1,Gd,BuiltIn,2006.0,Fin,670.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,3,New,Partial,338931,0,2.5,159,7.843848638152472
20,RL,105.0,15431,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,Ex,TA,PConc,Ex,TA,Gd,TA,Unf,1994.0,GasA,Ex,Y,SBrkr,2046,2,1,Ex,Typ,2,Gd,Attchd,2005.0,Fin,878.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,WD ,Normal,450000,1,3.5,428,7.6236419465115715
60,RL,109.0,14154,Pave,no_access,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Gd,Unf,1063.0,GasA,Ex,Y,SBrkr,2172,3,1,Gd,Typ,1,Gd,Attchd,2006.0,RFn,947.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,New,Partial,280000,1,2.5,254,7.683403681053826
20,RL,107.0,13891,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,456.0,Ex,TA,PConc,Ex,TA,Gd,TA,Unf,2552.0,GasA,Ex,Y,SBrkr,2552,3,1,Ex,Typ,2,Ex,Attchd,2007.0,Fin,932.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,New,Partial,479069,0,3.0,158,7.844632644464681
20,RL,110.0,14226,Pave,no_access,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,TA,Unf,1935.0,GasA,Gd,Y,SBrkr,1973,3,1,Gd,Typ,1,Gd,Attchd,2006.0,Fin,895.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,New,Partial,395000,1,2.0,360,7.587310506022615
60,RL,105.0,13693,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,TA,Unf,2153.0,GasA,Ex,Y,SBrkr,2643,3,1,Ex,Typ,1,Gd,BuiltIn,2006.0,Fin,694.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,3,WD ,Normal,380000,1,2.5,498,7.879669914604289
20,RL,98.0,11428,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1626.0,GasA,Ex,Y,SBrkr,1634,3,1,Gd,Typ,1,Gd,Attchd,2006.0,RFn,866.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,250000,1,2.0,44,7.3987862754199485
20,RL,110.0,14977,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,TA,Unf,1976.0,GasA,Ex,Y,SBrkr,1976,2,1,Gd,Typ,1,Ex,Attchd,2006.0,RFn,908.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,New,Partial,440000,0,3.0,313,7.588829878307813
60,RL,118.0,13654,Pave,no_access,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,TA,Unf,1704.0,GasA,Ex,Y,SBrkr,2758,4,1,Ex,Typ,1,Ex,BuiltIn,2005.0,Fin,814.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,418000,1,2.5,337,7.922261058353247
20,RL,59.0,17169,Pave,no_access,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,Ex,TA,PConc,Ex,TA,Av,TA,Unf,2320.0,GasA,Ex,Y,SBrkr,2290,2,1,Ex,Typ,1,Gd,Attchd,2007.0,Fin,1174.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,New,Partial,500067,0,4.5,222,7.736307096548285
60,RL,134.0,16659,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1582.0,GasA,Ex,Y,SBrkr,2152,3,1,Gd,Typ,1,Gd,Detchd,2007.0,Unf,728.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,New,Partial,260116,-1,2.5,368,7.674152921281675
60,RL,76.0,9591,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,TA,Unf,1143.0,GasA,Ex,Y,SBrkr,2473,4,1,Gd,Typ,1,Gd,BuiltIn,2004.0,RFn,852.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,WD ,Normal,317000,2,2.5,343,7.813187267521416
60,RL,82.0,9709,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,Ex,TA,PConc,Ex,TA,Gd,TA,Unf,918.0,GasA,Ex,Y,SBrkr,2100,3,1,Ex,Typ,2,Gd,BuiltIn,2007.0,Fin,786.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,9,New,Partial,319500,0,3.5,276,7.649692623711514
60,RL,86.0,10562,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,TA,Unf,1582.0,GasA,Ex,Y,SBrkr,2161,3,1,Ex,Typ,1,Gd,Attchd,2007.0,Fin,789.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,11,New,Partial,325624,0,2.5,298,7.6783263565068856
20,RL,94.0,13615,Pave,no_access,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,TA,Unf,1802.0,GasA,Ex,Y,SBrkr,1802,3,1,Ex,Typ,1,Gd,Attchd,2006.0,Fin,843.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,372000,1,2.5,263,7.496652438168283
60,RL,99.0,13069,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,Gd,TA,PConc,Gd,TA,Av,TA,Unf,1706.0,GasA,Ex,Y,SBrkr,2956,5,1,Ex,Typ,1,Ex,BuiltIn,2004.0,RFn,916.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,WD ,Normal,342000,3,2.5,244,7.991592282068092
60,RL,99.0,12099,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,TA,Unf,1136.0,GasA,Ex,Y,SBrkr,2468,4,1,Gd,Typ,1,Gd,BuiltIn,2004.0,Fin,872.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,354000,3,3.5,338,7.811163385025279
60,RL,110.0,14277,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,TA,Unf,1317.0,GasA,Ex,Y,SBrkr,2385,3,1,Gd,Typ,1,Gd,Attchd,2003.0,Fin,818.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,1,WD ,Normal,350000,4,3.5,420,7.776954403322442
60,RL,93.0,11999,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1181.0,GasA,Ex,Y,SBrkr,2374,4,1,Ex,Typ,1,Gd,BuiltIn,2003.0,Fin,656.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,285000,3,2.5,204,7.772331575169614
60,RL,69.22459016393442,12568,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,246.0,Gd,TA,PConc,Ex,TA,Av,TA,Unf,895.0,GasA,Ex,Y,SBrkr,1818,3,1,Ex,Typ,1,Gd,Attchd,2007.0,Fin,774.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,New,Partial,281500,0,3.5,300,7.505492274737424
20,RL,70.0,9926,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,TA,Unf,1614.0,GasA,Ex,Y,SBrkr,1614,3,1,Gd,Typ,0,no_fireplace,Attchd,2005.0,RFn,878.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,245700,1,3.0,138,7.3864708488298945
20,RL,71.0,9254,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1721.0,GasA,Ex,Y,SBrkr,1721,3,1,Gd,Typ,0,no_fireplace,Attchd,2005.0,RFn,554.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,1,WD ,Normal,232698,2,3.0,195,7.450660796211539
